time_local;userid;lat;lon
26.12.2014 23:03;user1;38.41934682;-122.70969334
9.12.2014 17:46;user1;37.79232149;-122.41035508
28.11.2014 3:17;user1;35.62707568;-120.67175504
22.11.2014 6:57;user1;21.28076124;-157.82947998
26.8.2014 1:17;user1;37.78023815;-122.42181301
29.8.2014 1:31;user1;37.78693774;-122.41275553
30.10.2014 4:02;user1;37.78402854;-122.43054152
5.10.2014 0:36;user1;37.800207;-122.437696
2.10.2014 5:34;user1;37.77626597;-122.42053727
28.9.2014 22:30;user1;37.30750938;-122.18145567
13.9.2014 2:51;user1;37.765762;-122.421985
12.9.2014 2:30;user1;37.78742003;-122.39935756
10.9.2014 1:33;user1;37.79916532;-122.43916162
8.9.2014 0:43;user1;37.79961409;-122.43872928
8.9.2014 0:31;user1;37.79989086;-122.43850239
24.8.2014 0:31;user1;35.7180757;-120.61623329
20.8.2014 1:51;user1;37.78075009;-122.40844998
16.8.2014 1:37;user1;37.78202644;-122.40396275
16.5.2014 9:53;user1;33.26562062;-117.43335811
27.5.2014 0:02;user1;37.76713379;-122.42862812
28.6.2014 22:00;user1;38.42402271;-122.85901929
22.6.2014 21:21;user1;37.80078932;-122.43686212
20.6.2014 2:05;user1;37.79035582;-122.40707293
19.6.2014 1:33;user1;37.78184072;-122.40406752
16.6.2014 20:39;user1;37.78188283;-122.40378672
30.5.2014 16:03;user1;40.74006625;-73.99486825
8.6.2014 0:10;user1;38.44532078;-122.86547184
1.6.2014 1:26;user1;40.7354051;-73.95524025
21.5.2014 2:10;user1;37.78630225;-122.40902761
11.5.2014 16:08;user1;37.80008751;-122.4416895
2.5.2014 18:27;user1;37.78185769;-122.40419392
25.4.2014 3:30;user1;37.78135436;-122.40621347
13.4.2014 5:47;user1;37.797689;-122.422321
15.4.2014 2:19;user1;37.79979621;-122.4074457
13.4.2014 19:29;user1;37.80060401;-122.43775239
28.3.2014 0:23;user1;37.78185848;-122.40371388
22.3.2014 2:41;user1;37.79999878;-122.43846048
23.11.2013 1:26;user1;37.78102319;-122.40255599
9.2.2014 2:32;user1;34.926874;-120.436527
11.1.2014 3:09;user1;37.78250929;-122.40808178
28.12.2013 16:54;user1;37.80074764;-122.43623257
22.12.2013 6:22;user1;37.78757591;-122.42003952
2.11.2013 21:16;user1;41.02930494;28.97303931
1.11.2013 18:04;user1;41.0347366;28.97836298
1.11.2013 15:23;user1;41.01055612;28.96788955
30.10.2013 18:03;user1;41.02930494;28.97303931
29.10.2013 18:52;user1;25.19722357;55.27420163
28.10.2013 9:15;user1;25.118469;55.198717
20.8.2013 20:32;user1;37.78184072;-122.40406752
21.10.2013 18:02;user1;37.78184072;-122.40406752
23.8.2013 16:50;user1;37.78580903;-122.40574122
23.8.2013 2:50;user1;37.78986;-122.39966
26.8.2013 0:33;user1;37.71269;-122.38664
15.8.2013 22:47;user1;38.13747;-120.45937
10.8.2013 20:37;user1;37.77858;-122.39002
26.7.2013 5:59;user1;39.17499534;-122.98101347
25.5.2013 20:03;user1;37.77833859;-122.3894012
14.7.2013 0:27;user1;38.44093;-122.41175
27.6.2013 3:14;user1;37.76088961;-122.43500076
16.6.2013 17:31;user1;37.79722;-122.43699
8.6.2013 1:55;user1;37.78692353;-122.40128374
7.6.2013 3:21;user1;37.78799767;-122.4405614
7.6.2013 1:07;user1;37.78338397;-122.40348816
6.5.2011 7:44;user1;37.79988897;-122.43860211
10.4.2013 2:48;user1;37.800343;-122.43850465
3.4.2013 6:17;user1;37.779048;-122.392024
29.3.2013 1:37;user1;37.76016051;-122.41402764
9.3.2013 23:21;user1;35.17940498;-120.73422598
9.3.2013 17:43;user1;35.636449;-120.687567
12.1.2013 4:07;user1;37.76809;-122.424204
23.12.2012 20:48;user1;38.3196826;-122.47502922
19.12.2012 6:17;user1;37.799992;-122.438522
4.12.2012 19:05;user1;37.406817;-122.073809
21.10.2012 3:17;user1;37.776267;-122.420594
31.10.2012 0:58;user1;37.791005;-122.402869
28.10.2012 0:13;user1;37.818403;-122.372846
21.10.2012 6:20;user1;37.76809;-122.424204
14.10.2012 20:02;user1;37.71613647;-122.38519679
13.10.2012 2:49;user1;37.78742003;-122.39935756
14.4.2011 19:28;user1;37.787196;-122.397983
19.8.2012 2:05;user1;37.79976426;-122.4409318
10.4.2011 6:32;user1;37.79989006;-122.43860889
12.7.2012 0:43;user1;37.790253;-122.40731895
6.3.2012 4:58;user1;37.799891;-122.438628
27.5.2012 2:17;user1;37.765522;-122.413194
14.4.2012 0:41;user1;37.797339;-122.403141
31.3.2012 1:52;user1;37.78706392;-122.40826786
18.3.2012 3:02;user1;37.755311;-122.41941301
11.3.2012 0:03;user1;35.5881085;-120.721364
3.4.2011 20:05;user1;37.79992077;-122.4385263
2.3.2012 20:31;user1;37.77858451;-122.39323139
23.12.2011 6:00;user1;37.76515382;-122.418324
18.12.2011 1:46;user1;38.42401425;-122.85929765
17.12.2011 4:02;user1;37.786767;-122.436933
3.12.2011 4:03;user1;37.765522;-122.413194
27.11.2011 0:31;user1;35.604942;-120.716755
20.11.2011 4:05;user1;33.414383;-111.93616363
19.11.2011 23:06;user1;33.430854;-111.941728
12.11.2011 20:50;user1;37.735528;-122.50760078
25.10.2011 0:53;user1;37.781722;-122.43232459
22.10.2011 18:40;user1;37.82181873;-122.529589
2.10.2011 4:33;user1;38.47676785;-122.436452
2.10.2011 0:53;user1;38.475547;-122.438068
1.10.2011 23:45;user1;38.48855138;-122.450096
17.8.2011 22:54;user1;37.792526;-122.40409
10.8.2011 6:27;user1;37.79978122;-122.43807793
20.7.2011 21:11;user1;37.83738617;-122.47875094
16.7.2011 22:11;user1;37.764215;-122.3868
26.6.2011 3:05;user1;37.8698131;-122.2677014
25.6.2011 17:32;user1;37.7494991;-122.4317094
20.6.2011 2:59;user1;37.79978122;-122.43807793
6.6.2011 19:24;user1;37.787196;-122.397983
2.6.2011 6:28;user1;37.7624707;-122.4216322
1.6.2011 23:44;user1;37.80669851;-122.46923447
26.5.2011 7:13;user1;37.79981663;-122.43837856
21.5.2011 20:41;user1;37.7757632;-122.4466995
20.5.2011 23:08;user1;37.79223103;-122.39913558
17.5.2011 2:06;user1;37.7974584;-122.3938537
12.5.2011 1:38;user1;37.77549776;-122.44985819
4.5.2011 4:17;user1;37.80012444;-122.43857916
4.5.2011 3:06;user1;37.7999241;-122.43854162
4.5.2011 3:00;user1;37.79990976;-122.43862534
3.5.2011 3:19;user1;37.79992839;-122.43858164
3.5.2011 3:03;user1;37.79986289;-122.43867418
2.5.2011 5:46;user1;37.79992259;-122.43859011
9.4.2011 23:22;user1;37.7950892;-122.4731235
3.4.2011 20:03;user1;37.79980852;-122.43844415
30.3.2011 13:56;user1;41.97978415;-87.91081718
19.8.2010 7:23;user1;37.8060205;-122.4369931
11.8.2010 16:56;user1;37.79214948;-122.3956026
20.7.2010 15:02;user1;37.5246785;-122.21175835
17.7.2010 4:10;user1;37.5246785;-122.21175835
10.7.2010 16:50;user1;37.5246785;-122.21175835
2.7.2010 4:36;user1;37.8060205;-122.4369931
11.7.2010 23:19;user1;37.5246785;-122.21175835
23.4.2016 18:33;user1;37.7608680831509;-122.416228901193
2.10.2015 2:31;user1;37.773517590936;-122.415981888771
24.4.2016 15:26;user3;44.14543645;-120.5834015
24.4.2016 3:02;user3;44.14543645;-120.5834015
23.4.2016 19:35;user3;44.14543645;-120.5834015
23.4.2016 16:31;user3;44.14543645;-120.5834015
6.1.2016 4:28;user3;37.2691755;-119.3066075
6.1.2016 4:27;user3;37.2691755;-119.3066075
15.1.2016 18:52;user3;37.7706565;-122.4359785
7.9.2016 3:06;user3;36.786042;-119.7824645
2.9.2016 23:59;user3;37.5991865;-120.865481
16.8.2016 16:54;user3;33.7405385;-116.361297
12.8.2016 14:38;user3;37.7706565;-122.4359785
10.8.2016 6:07;user3;37.7706565;-122.4359785
9.8.2016 11:48;user3;36.786042;-119.7824645
5.8.2016 18:05;user3;36.786042;-119.7824645
5.8.2016 6:05;user3;36.786042;-119.7824645
4.8.2016 11:10;user3;37.7706565;-122.4359785
2.8.2016 23:24;user3;37.7706565;-122.4359785
4.8.2016 2:11;user3;37.7706565;-122.4359785
3.8.2016 15:31;user3;37.7706565;-122.4359785
3.8.2016 15:40;user3;37.7706565;-122.4359785
3.11.2018 20:56;user3;37.7706565;-122.4359785
3.8.2016 15:35;user3;37.7706565;-122.4359785
3.8.2016 15:25;user3;37.7706565;-122.4359785
3.8.2016 7:21;user3;37.7706565;-122.4359785
3.6.2016 5:31;user3;37.7706565;-122.4359785
1.8.2016 21:49;user3;37.7706565;-122.4359785
7.7.2016 19:50;user3;38.5833145;-122.5794455
2.7.2016 16:16;user3;37.7706565;-122.4359785
27.5.2016 6:21;user3;37.7706565;-122.4359785
9.2.2016 16:38;user3;37.7706565;-122.4359785
27.5.2016 6:21;user3;37.7706565;-122.4359785
27.5.2016 6:16;user3;37.7706565;-122.4359785
27.5.2016 6:11;user3;37.7706565;-122.4359785
24.4.2016 18:56;user3;45.53640175;-122.63090815
13.4.2016 20:01;user3;37.552481;-122.3154215
30.12.2015 2:30;user3;37.7706565;-122.4359785
3.7.2016 22:08;user3;37.39685295;-122.0814425
3.7.2016 22:04;user3;37.39685295;-122.0814425
2.7.2016 16:12;user3;37.7706565;-122.4359785
25.6.2016 18:39;user3;37.7706565;-122.4359785
27.5.2016 6:09;user3;37.7706565;-122.4359785
30.12.2015 2:29;user3;37.7706565;-122.4359785
30.12.2015 2:07;user3;37.7706565;-122.4359785
14.5.2016 2:52;user3;37.7706565;-122.4359785
26.8.2016 0:58;user3;36.786042;-119.7824645
14.5.2016 0:54;user3;37.7706565;-122.4359785
14.5.2016 0:53;user3;37.7706565;-122.4359785
13.4.2016 20:01;user3;37.552481;-122.3154215
13.4.2016 19:59;user3;37.552481;-122.3154215
31.3.2016 18:08;user3;37.5861127;-122.36737735
26.8.2016 0:55;user3;36.786042;-119.7824645
10.8.2016 5:59;user3;37.7706565;-122.4359785
4.8.2016 0:28;user3;37.7706565;-122.4359785
5.4.2016 14:08;user3;37.7706565;-122.4359785
31.3.2016 18:13;user3;37.5861127;-122.36737735
8.9.2016 9:05;user3;36.786042;-119.7824645
31.3.2016 18:03;user3;37.5861127;-122.36737735
8.9.2016 9:00;user3;36.786042;-119.7824645
3.8.2016 15:36;user3;37.7706565;-122.4359785
24.9.2016 23:09;user3;38.910337;1.4236604
24.9.2016 17:33;user3;38.90439275;1.3001548
16.9.2016 18:02;user3;51.498387;-0.216108
16.9.2016 18:00;user3;51.498387;-0.216108
13.9.2016 4:36;user3;37.7706565;-122.4359785
13.9.2016 2:13;user3;37.7706565;-122.4359785
12.9.2016 2:35;user3;37.7706565;-122.4359785
24.6.2016 4:03;user3;37.7706565;-122.4359785
30.12.2015 17:48;user3;37.7706565;-122.4359785
24.12.2015 17:09;user3;37.7706565;-122.4359785
1.8.2016 11:45;user3;37.7706565;-122.4359785
3.8.2016 15:29;user3;37.7706565;-122.4359785
30.12.2015 18:48;user3;37.7706565;-122.4359785
30.12.2015 18:31;user3;37.7706565;-122.4359785
30.12.2015 2:06;user3;37.7706565;-122.4359785
29.12.2015 17:05;user3;37.7706565;-122.4359785
23.12.2015 17:11;user3;37.7706565;-122.4359785
8.12.2015 6:53;user3;37.7706565;-122.4359785
7.9.2016 21:53;user3;36.786042;-119.7824645
9.9.2016 9:42;user3;37.7706565;-122.4359785
8.9.2016 9:06;user3;36.786042;-119.7824645
8.2.2016 19:06;user3;37.7706565;-122.4359785
16.1.2016 21:14;user3;37.7706565;-122.4359785
1.8.2016 17:11;user3;37.7706565;-122.4359785
1.8.2016 12:03;user3;37.7706565;-122.4359785
1.8.2016 11:50;user3;37.7706565;-122.4359785
1.8.2016 11:48;user3;37.7706565;-122.4359785
1.8.2016 11:47;user3;37.7706565;-122.4359785
30.7.2016 18:27;user3;37.7706565;-122.4359785
30.7.2016 18:24;user3;37.7706565;-122.4359785
30.7.2016 18:23;user3;37.7706565;-122.4359785
30.7.2016 18:22;user3;37.7706565;-122.4359785
13.1.2016 18:45;user3;37.7706565;-122.4359785
29.7.2016 0:01;user3;37.7706565;-122.4359785
13.1.2016 18:44;user3;37.7706565;-122.4359785
28.7.2016 17:00;user3;37.7706565;-122.4359785
28.7.2016 16:59;user3;37.7706565;-122.4359785
22.7.2016 17:14;user3;37.7706565;-122.4359785
22.7.2016 17:11;user3;37.7706565;-122.4359785
18.7.2016 16:11;user3;33.7405385;-116.361297
18.7.2016 16:01;user3;33.7405385;-116.361297
18.7.2016 7:21;user3;33.7405385;-116.361297
14.7.2016 5:20;user3;33.7405385;-116.361297
30.6.2016 18:11;user3;37.552481;-122.3154215
30.6.2016 18:10;user3;37.552481;-122.3154215
24.6.2016 5:22;user3;37.7706565;-122.4359785
24.6.2016 5:20;user3;37.7706565;-122.4359785
24.6.2016 4:04;user3;37.7706565;-122.4359785
4.6.2016 13:05;user3;37.7706565;-122.4359785
3.6.2016 5:29;user3;37.7706565;-122.4359785
3.6.2016 5:27;user3;37.7706565;-122.4359785
3.6.2016 5:25;user3;37.7706565;-122.4359785
2.6.2016 6:22;user3;37.7706565;-122.4359785
1.6.2016 14:25;user3;37.7706565;-122.4359785
1.6.2016 14:24;user3;37.7706565;-122.4359785
30.5.2016 20:38;user3;37.7706565;-122.4359785
28.5.2016 2:51;user3;37.7706565;-122.4359785
27.5.2016 19:33;user3;37.552481;-122.3154215
26.5.2016 12:57;user3;37.7706565;-122.4359785
26.5.2016 6:26;user3;37.7706565;-122.4359785
26.5.2016 6:25;user3;37.7706565;-122.4359785
25.5.2016 14:05;user3;37.7706565;-122.4359785
25.5.2016 14:04;user3;37.7706565;-122.4359785
13.3.2016 21:50;user3;37.7706565;-122.4359785
25.5.2016 13:54;user3;37.7706565;-122.4359785
25.5.2016 13:45;user3;37.7706565;-122.4359785
25.5.2016 13:39;user3;37.7706565;-122.4359785
13.3.2016 21:50;user3;37.7706565;-122.4359785
20.5.2016 5:13;user3;37.7706565;-122.4359785
20.5.2016 3:03;user3;37.7706565;-122.4359785
27.4.2016 7:31;user3;37.7706565;-122.4359785
25.4.2016 3:52;user3;37.7706565;-122.4359785
13.4.2016 21:07;user3;37.552481;-122.3154215
13.4.2016 21:07;user3;37.552481;-122.3154215
10.4.2016 20:32;user3;37.7706565;-122.4359785
31.3.2016 18:38;user3;37.5861127;-122.36737735
31.3.2016 18:37;user3;37.5861127;-122.36737735
31.3.2016 17:55;user3;37.5861127;-122.36737735
31.3.2016 17:53;user3;37.5861127;-122.36737735
31.3.2016 1:29;user3;37.5861127;-122.36737735
2.3.2016 2:35;user3;37.7706565;-122.4359785
9.2.2016 16:44;user3;37.7706565;-122.4359785
6.2.2016 18:05;user3;37.7706565;-122.4359785
5.2.2016 22:51;user3;37.7706565;-122.4359785
15.1.2016 3:31;user3;37.7706565;-122.4359785
15.1.2016 3:23;user3;37.7706565;-122.4359785
15.1.2016 3:22;user3;37.7706565;-122.4359785
30.12.2015 19:10;user3;37.7706565;-122.4359785
1.1.2016 0:13;user3;37.7706565;-122.4359785
30.12.2015 18:04;user3;37.7706565;-122.4359785
30.12.2015 17:56;user3;37.7706565;-122.4359785
30.12.2015 2:30;user3;37.7706565;-122.4359785
30.12.2015 0:27;user3;37.7706565;-122.4359785
29.12.2015 17:12;user3;37.7706565;-122.4359785
29.12.2015 1:30;user3;37.7706565;-122.4359785
24.12.2015 17:27;user3;37.7706565;-122.4359785
24.12.2015 17:11;user3;37.7706565;-122.4359785
24.12.2015 17:07;user3;37.7706565;-122.4359785
24.12.2015 17:07;user3;37.7706565;-122.4359785
23.12.2015 23:39;user3;37.7706565;-122.4359785
14.12.2015 16:37;user3;20.58453065;-87.3469822
8.12.2015 7:06;user3;37.7706565;-122.4359785
8.12.2015 6:58;user3;37.7706565;-122.4359785
8.12.2015 6:53;user3;37.7706565;-122.4359785
8.12.2015 6:51;user3;37.7706565;-122.4359785
8.12.2015 5:59;user3;37.7706565;-122.4359785
18.11.2015 20:30;user3;37.7706565;-122.4359785
13.11.2015 3:19;user3;37.7706565;-122.4359785
13.11.2015 3:18;user3;37.7706565;-122.4359785
12.11.2015 20:40;user3;37.7706565;-122.4359785
11.11.2015 4:21;user3;37.7706565;-122.4359785
10.11.2015 22:04;user3;37.7706565;-122.4359785
10.11.2015 2:30;user3;37.7706565;-122.4359785
3.11.2015 21:25;user3;40.780709;-73.9685415
3.11.2015 18:42;user3;40.780709;-73.9685415
3.11.2015 18:40;user3;40.780709;-73.9685415
3.11.2015 18:37;user3;40.780709;-73.9685415
18.6.2013 20:03;user3;52.52049345;13.39415573
5.11.2015 5:11;user3;40.7284459;-74.00529632
28.1.2017 19:42;user3;37.79338;-122.4225
27.1.2017 19:46;user3;37.8018122;-122.26975083
20.1.2017 17:19;user3;37.76171111;-122.43511944
17.12.2016 1:40;user3;37.795272;-122.27658
14.9.2016 3:47;user3;37.615608;-122.389544
27.9.2016 18:59;user3;37.84070296;-122.2917611
26.9.2016 14:07;user3;51.47083142;-0.45931932
24.9.2016 14:10;user3;38.86776006;1.3173908
23.9.2016 8:01;user3;38.9;1.43333
17.9.2016 13:28;user3;51.15916437;-0.17781059
31.1.2014 11:24;user3;37.76148705;-122.43584633
31.1.2014 11:22;user3;37.765227;-122.418318
6.5.2014 20:42;user3;37.76876257;-122.39487249
11.5.2014 18:40;user3;37.41951213;-122.21191736
15.5.2014 8:07;user3;60.17001618;24.94853154
2.4.2014 0:13;user3;33.94654628;-118.40718985
4.12.2013 0:10;user3;34.1533143;-118.4657555
